WordRep,Word,Interval,RealTime,Time,F1,F2,F3,F1_s,F2_s,F3_s
kedavra01,kedavra,a,1.7031028156623558,0.5125000000000001,599.5633889252288,1459.402785803732,2508.3922735744095,607.188286133056,1452.1486192826221,2553.075037900875
kedavra01,kedavra,a,1.7093528156623556,0.51875,633.03445093473,1412.1449922359943,2634.541645178568,672.1956000464196,1441.4046346946636,2719.996169465911
kedavra01,kedavra,a,1.7156028156623555,0.525,783.9889602793,1452.6661260442645,3017.0545896447557,704.1743836165788,1434.3714553035177,2875.8806831205734
kedavra01,kedavra,a,1.7218528156623556,0.53125,695.499739635706,1438.3032476302938,2976.045814538396,676.8854322570287,1437.96457687235,3015.8080381065233
kedavra01,kedavra,a,1.7281028156623557,0.5375000000000001,551.16759685608,1422.9243569424918,3054.32371013642,501.7388954626794,1427.3788443953147,3031.173636276626
kedavra01,kedavra,a,1.7343528156623558,0.5437500000000001,258.54934989625207,1420.9089286131587,3063.1513841550627,421.0893742543826,1432.8873017529065,3081.8705167353896
kedavra01,kedavra,a,1.7406028156623556,0.55,453.55117601081577,1454.8286197030693,3128.136455914686,524.2387256855604,1468.640837636088,3166.6047040808785
kedavra01,kedavra,a,1.7468528156623555,0.55625,860.6156511496135,1530.184964592037,3308.5262721728877,806.9794264759279,1499.836100052561,3299.3301201884115
kedavra01,kedavra,a,1.7531028156623556,0.5625,1106.771452267354,1514.4947158625769,3461.3276324776602,1056.382450576274,1518.6956838734313,3407.3685709226943
kedavra01,kedavra,a,1.7593528156623557,0.5687500000000001,1201.7602483118546,1511.4073711656797,3452.251808117535,1201.7602483118546,1511.4073711656797,3452.251808117535
avada02,avada,a,2.4462636359260403,0,793.8579052927771,1681.0614724696825,3269.5039592898033,793.8579052927771,1681.0614724696825,3269.5039592898033
avada02,avada,a,2.4525136359260404,0.00625,618.9564751094435,1671.1018483101025,3286.7326615195284,655.6706382448592,1668.222574089785,3272.6839406940258
avada02,avada,a,2.4587636359260405,0.012500000000000002,554.1975343323569,1652.5044014895702,3261.8152012727455,558.8907889665632,1649.69311256318,3261.729007369768
avada02,avada,a,2.46501363592604,0.018750000000000003,503.5183574578889,1625.4730878898672,3236.639159317031,503.0034797226497,1624.4840168020935,3242.150022484741
avada02,avada,a,2.4712636359260403,0.025,451.2945473777034,1595.4745610268424,3227.995706864447,451.98180361687423,1597.4998428365332,3219.7797460714896
avada02,avada,a,2.4775136359260403,0.03125000000000001,401.13250601503046,1571.5518795928895,3194.70437203299,412.0929595231114,1577.0894617941206,3210.7388148790633
avada02,avada,a,2.4837636359260404,0.037500000000000006,383.85182517660047,1564.2419447626303,3209.5163657397534,375.1843161627191,1583.134220717079,3203.758188230962
avada02,avada,a,2.4900136359260405,0.043750000000000004,340.56861729652627,1613.6088377957167,3207.0538269201434,340.56861729652627,1613.6088377957167,3207.0538269201434
avada02,avada,non,2.49626363592604,0.05,,,,,,
avada02,avada,non,2.5025136359260403,0.05625,,,,,,
avada02,avada,non,2.5087636359260403,0.0625,,,,,,
avada02,avada,non,2.5150136359260404,0.06875,,,,,,
avada02,avada,non,2.5212636359260405,0.075,,,,,,
avada02,avada,non,2.52751363592604,0.08125,,,,,,
avada02,avada,non,2.5337636359260403,0.0875,,,,,,
avada02,avada,non,2.5400136359260403,0.09375,,,,,,
avada02,avada,non,2.5462636359260404,0.1,,,,,,
avada02,avada,non,2.5525136359260405,0.10625,,,,,,
avada02,avada,non,2.55876363592604,0.1125,,,,,,
avada02,avada,non,2.5650136359260403,0.11875,,,,,,
avada02,avada,non,2.5712636359260403,0.125,,,,,,
avada02,avada,a,2.5775136359260404,0.13125,627.2532242532496,1582.2807701039094,3093.687053055351,627.2532242532496,1582.2807701039094,3093.687053055351
avada02,avada,a,2.5837636359260405,0.1375,682.9841576539011,1586.0467631210977,3108.363321284022,684.9324905061293,1593.1451008146014,3117.5004407617985
avada02,avada,a,2.59001363592604,0.14375000000000002,744.560089611237,1611.1077692187978,3150.450947946024,738.8518600947644,1612.7984322110315,3138.1053119240514
avada02,avada,a,2.5962636359260403,0.15,789.0113330191551,1641.2407642931987,3155.5016665421076,779.1734363656318,1630.8832836345891,3144.4309356482845
avada02,avada,a,2.6025136359260403,0.15625,803.9488864665034,1640.301317391771,3127.3401924567215,804.0583331408633,1637.521575789878,3125.167233928616
avada02,avada,a,2.6087636359260404,0.1625,819.2147799369312,1631.022645684665,3092.6598427870204,831.901391735241,1636.4977568443744,3105.2950294623442
avada02,avada,a,2.6150136359260405,0.16875,872.5405088022883,1638.1693074566872,3095.8850531432904,870.4269429337202,1631.5406376240787,3076.051934712259
avada02,avada,a,2.62126363592604,0.17500000000000002,919.5255400619413,1625.4299597308834,3039.6109082064663,919.1477527650777,1628.214904235474,3055.1589640182997
avada02,avada,a,2.6275136359260403,0.18125,965.3772094310033,1621.0454455188515,3029.9809307051423,957.2857864368648,1625.9191209376722,3037.3227496700456
avada02,avada,a,2.6337636359260403,0.1875,986.9546098176498,1631.2819575632818,3042.376410098528,982.8043456040836,1637.6796275495883,3044.5206611653593
avada02,avada,a,2.6400136359260404,0.19375,996.0812175635976,1660.7114795666323,3061.2046426924085,993.863762184772,1656.9726175482326,3057.4718868102923
