Rep,Word,Interval,RealTime,Time,F1,F2,F3,F1_s,F2_s,F3_s,Speaker
avada02,avada,b,2.7275136359260403,-0.03125,600.0610600682029,1781.0021108149933,3259.616027087848,647.0630797048779,1777.0642105548632,3261.90666834884,Clara
avada02,avada,b,2.7337636359260404,-0.025,544.9392645907495,1808.6124343295296,3272.2456355963327,562.4182111241411,1799.23066230654,3267.312286178829,Clara
avada02,avada,b,2.7400136359260405,-0.01875,542.2543087134706,1824.7696887250702,3282.257878912997,513.4291897872514,1814.5074301065736,3260.4730987118855,Clara
avada02,avada,b,2.7462636359260406,-0.0125,453.0939960575341,1824.2201155899497,3249.5730168913788,454.2980671017535,1808.0703153380318,3250.2389698804545,Clara
avada02,avada,b,2.7525136359260403,-0.00625,367.54589653425575,1783.574555464406,3240.234566506129,347.1370241947806,1782.9974368701398,3241.120270721796,Clara
avada02,avada,b,2.7587636359260403,0,220.77117999255182,1741.1976395560644,3233.5532287678802,220.77117999255182,1741.1976395560644,3233.5532287678802,Clara
avada02,avada,non,2.7650136359260404,0.00625,,,,,,,Clara
avada02,avada,non,2.7712636359260405,0.0125,,,,,,,Clara
avada02,avada,non,2.7775136359260406,0.01875,,,,,,,Clara
avada02,avada,non,2.7837636359260403,0.025,,,,,,,Clara
avada02,avada,non,2.7900136359260403,0.03125,,,,,,,Clara
avada02,avada,non,2.7962636359260404,0.0375,,,,,,,Clara
avada02,avada,c,2.8025136359260405,0.04375,643.6502817825951,1774.1661130067737,3280.59987167521,643.6502817825951,1774.1661130067737,3280.59987167521,Clara
avada02,avada,c,2.8087636359260406,0.05,740.8974624060148,1762.2318167438455,3267.9732350771765,711.1038224457999,1765.1969434982866,3273.1009407411507,Clara
avada02,avada,c,2.8150136359260403,0.05625,781.0024041015228,1759.1929007442407,3260.361197579654,766.0984944732473,1756.895790705138,3271.8193872792513,Clara
avada02,avada,c,2.8212636359260403,0.0625,813.7722228194767,1749.2626546273284,3273.4861958649535,807.9272989806223,1753.9462273926158,3276.872308374472,Clara
avada02,avada,c,2.8275136359260404,0.06875,836.2661916283515,1746.5411187711202,3293.1492249993726,834.6345327589307,1748.2937936163362,3284.221670171024,Clara
avada02,avada,c,2.8337636359260405,0.075,861.8532901088915,1757.503598985229,3292.7778008607215,857.8810499031357,1744.5162687604536,3287.1502017304792,Clara
avada02,avada,c,2.8400136359260406,0.08125,878.6468962669903,1737.9300800596816,3285.5408059678794,876.6223037339827,1731.9874456242142,3283.33185547726,Clara
avada02,avada,c,2.8462636359260403,0.0875,894.8944084862127,1715.7966573975598,3271.676959603179,895.88453901026,1710.919060809136,3273.4918277573156,Clara
avada02,avada,c,2.8525136359260403,0.09375,909.4261396464593,1679.0304449701673,3263.2577177008875,911.4722231933829,1681.7044648857093,3262.2507186398198,Clara
avada02,avada,c,2.8587636359260404,0.1,935.5920910667933,1650.2862922894008,3251.817478615392,926.9180083801474,1654.2652301585695,3253.4319426828647,Clara
avada02,avada,c,2.8650136359260405,0.10625,940.8476640473818,1633.4789532161406,3245.2206317323157,938.7975278622694,1644.87514521113,3244.977354814233,Clara
avada02,avada,c,2.8712636359260406,0.1125,945.1556559672437,1632.7991378319703,3224.1910930925487,951.2733908468259,1648.431650309415,3240.2922565948597,Clara
avada02,avada,c,2.8775136359260403,0.11875,960.9159523983564,1668.2414270395582,3230.567276457666,961.7565599120559,1661.4059948988754,3232.8689571082614,Clara
avada02,avada,c,2.8837636359260403,0.125,979.9733256339371,1689.11247733654,3251.3332748219973,967.9947419167243,1669.973447166088,3225.349035772389,Clara
avada02,avada,c,2.8900136359260404,0.13125,982.7308090270601,1676.5625469294862,3215.334190087374,966.8797059297978,1662.6803488252117,3188.988163276077,Clara
avada02,avada,c,2.8962636359260405,0.1375,959.2193828398109,1639.0765125616263,3128.6795664683386,955.0051949558182,1650.692325908618,3153.8135947952364,Clara
avada02,avada,c,2.9025136359260406,0.14375,936.1998477907695,1624.1735918201737,3099.272640531289,931.2583757815543,1639.642311134905,3117.2076449989527,Clara
avada02,avada,c,2.9087636359260403,0.15,898.3558967140824,1633.7993239078548,3106.1744891916555,903.8691803126779,1641.0135885172967,3124.8661707926476,Clara
avada02,avada,c,2.9150136359260403,0.15625,877.0517964331816,1662.6514133965227,3111.7600408657545,882.2184049457269,1646.3947376089664,3150.737779722474,Clara
avada02,avada,c,2.9212636359260404,0.1625,863.8594643147943,1652.5813655097488,3197.135798507192,864.6025656664716,1648.9067923717594,3199.3095618721345,Clara
avada02,avada,c,2.9275136359260405,0.16875,865.4432469466512,1637.728812571513,3278.3236683731966,847.9710646680242,1648.2902716734698,3258.737243918671,Clara
avada02,avada,c,2.9337636359260406,0.175,827.1572934378391,1649.3159682837063,3305.3275757878187,766.7769024150258,1651.1885823036353,3316.9060668182647,Clara
avada02,avada,c,2.9400136359260403,0.18125,627.6650349309216,1644.9527526563518,3381.5527116048675,689.8334561999633,1658.3480232933273,3369.1184359220947,Clara
avada02,avada,c,2.9462636359260403,0.1875,429.4565688745606,1673.2366265167852,3433.7690708486934,614.6780402311291,1677.8681714471015,3403.8673316967925,Clara
avada02,avada,c,2.9525136359260404,0.19375,601.6910455313366,1699.9012270752557,3434.1848773131255,601.6910455313366,1699.9012270752557,3434.1848773131255,Clara
kedavra02,kedavra,a,3.0843625873893696,-0.2625,1274.5331995750457,2045.0594653133758,3178.6103986796907,1274.5331995750457,2045.0594653133758,3178.6103986796907,Clara
kedavra02,kedavra,a,3.0906125873893697,-0.25625,1262.6867743903554,2322.074370053775,3791.6191239551313,1106.1862691488234,1994.222591706085,3251.7690349217664,Clara
kedavra02,kedavra,a,3.09686258738937,-0.25,279.3545414286863,1734.7750642851777,3017.345012820602,783.5842808282828,1905.67084324409,3218.668802127641,Clara
kedavra02,kedavra,a,3.1031125873893695,-0.24375,299.9908925717839,1773.3077199574304,3165.8188767157944,473.7088272922212,1877.5553418959742,3233.1010294689354,Clara
kedavra02,kedavra,a,3.1093625873893695,-0.2375,334.0999277981606,1824.0333755696051,3141.2743877740295,330.71476830112607,1795.8138391170862,3100.049869936492,Clara
kedavra02,kedavra,a,3.1156125873893696,-0.23125,366.1299349925573,1837.8338015524264,3079.5655217381304,347.71050206523097,1796.3123317307136,3091.8584025238474,Clara
kedavra02,kedavra,a,3.1218625873893697,-0.225,370.6133852174078,1780.8996977682732,3027.421611908905,353.12334307748046,1785.1185714965613,3058.028349457842,Clara
kedavra02,kedavra,a,3.12811258738937,-0.21875,349.298936818919,1756.665743368313,3029.9050743806333,333.62307953709706,1771.9894800524723,3048.888790626172,Clara
kedavra02,kedavra,a,3.1343625873893695,-0.2125,293.85586588663415,1763.0792623366713,3052.1468452431213,293.85586588663415,1763.0792623366713,3052.1468452431213,Clara
kedavra02,kedavra,non,3.1406125873893695,-0.20625,,,,,,,Clara
kedavra02,kedavra,non,3.1468625873893696,-0.2,,,,,,,Clara
kedavra02,kedavra,non,3.1531125873893697,-0.19375,,,,,,,Clara
kedavra02,kedavra,non,3.15936258738937,-0.1875,,,,,,,Clara
kedavra02,kedavra,non,3.1656125873893695,-0.18125,,,,,,,Clara
