Ch1_X	Ch1_Y	Ch1_Z	Ch1_phi	Ch1_theta	Ch1_RMS	Ch1_Extra	Ch2_X	Ch2_Y	Ch2_Z	Ch2_phi	Ch2_theta	Ch2_RMS	Ch2_Extra	Ch3_X	Ch3_Y	Ch3_Z	Ch3_phi	Ch3_theta	Ch3_RMS	Ch3_Extra	Ch4_X	Ch4_Y	Ch4_Z	Ch4_phi	Ch4_theta	Ch4_RMS	Ch4_Extra	Ch5_X	Ch5_Y	Ch5_Z	Ch5_phi	Ch5_theta	Ch5_RMS	Ch5_Extra	Ch6_X	Ch6_Y	Ch6_Z	Ch6_phi	Ch6_theta	Ch6_RMS	Ch6_Extra	Ch7_X	Ch7_Y	Ch7_Z	Ch7_phi	Ch7_theta	Ch7_RMS	Ch7_Extra	Ch8_X	Ch8_Y	Ch8_Z	Ch8_phi	Ch8_theta	Ch8_RMS	Ch8_Extra	Ch9_X	Ch9_Y	Ch9_Z	Ch9_phi	Ch9_theta	Ch9_RMS	Ch9_Extra	Ch10_X	Ch10_Y	Ch10_Z	Ch10_phi	Ch10_theta	Ch10_RMS	Ch10_Extra	Ch11_X	Ch11_Y	Ch11_Z	Ch11_phi	Ch11_theta	Ch11_RMS	Ch11_Extra	Ch12_X	Ch12_Y	Ch12_Z	Ch12_phi	Ch12_theta	Ch12_RMS	Ch12_Extra
-40.67	-55.58	21.62	-161.11	55.00	0.00	0.00	-49.50	69.43	17.38	5.48	-18.19	0.00	0.00	24.13	10.40	-19.75	130.71	-67.57	0.00	0.00	45.51	11.64	-36.71	70.00	54.30	0.00	0.00	74.14	9.28	-59.44	82.84	0.53	0.00	0.00	85.94	15.35	-34.52	-131.36	65.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.65	-55.55	21.61	-161.14	55.00	0.00	0.00	-49.46	69.46	17.34	5.46	-18.19	0.00	0.00	24.25	10.42	-19.86	128.42	-68.38	0.00	0.00	45.72	11.68	-36.57	70.22	53.56	0.00	0.00	74.19	9.26	-59.63	82.86	0.37	0.00	0.00	85.54	15.22	-34.58	-131.29	66.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.70	-55.62	21.59	-161.08	55.02	0.00	0.00	-49.57	69.40	17.37	5.48	-18.23	0.00	0.00	24.35	10.37	-19.93	125.83	-69.04	0.00	0.00	45.81	11.73	-36.36	70.34	52.74	0.00	0.00	73.98	9.22	-59.79	82.87	0.28	0.00	0.00	85.28	15.11	-34.61	-131.24	66.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.64	-55.58	21.61	-161.11	54.98	0.00	0.00	-49.55	69.44	17.35	5.49	-18.19	0.00	0.00	24.80	10.36	-19.95	122.11	-69.83	0.00	0.00	46.31	11.84	-35.97	70.90	51.45	0.00	0.00	74.05	9.27	-59.81	82.85	0.21	0.00	0.00	85.50	15.16	-34.40	-131.48	66.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.63	-55.57	21.61	-161.16	54.98	0.00	0.00	-49.45	69.46	17.34	5.44	-18.20	0.00	0.00	25.14	10.28	-20.07	117.66	-70.49	0.00	0.00	46.86	11.83	-35.65	71.78	49.82	0.00	0.00	74.15	9.20	-59.94	82.71	0.14	0.00	0.00	85.21	14.99	-34.37	-131.45	66.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.66	-55.60	21.59	-161.15	54.98	0.00	0.00	-49.47	69.44	17.34	5.43	-18.21	0.00	0.00	25.30	10.21	-20.13	113.57	-70.87	0.00	0.00	47.11	11.85	-35.30	72.83	48.33	0.00	0.00	74.09	9.15	-60.04	82.58	0.10	0.00	0.00	84.77	14.83	-34.38	-131.34	66.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.68	-55.61	21.58	-161.10	54.98	0.00	0.00	-49.54	69.43	17.40	5.45	-18.23	0.00	0.00	25.70	10.23	-20.11	109.77	-71.08	0.00	0.00	47.38	11.92	-34.85	73.79	46.97	0.00	0.00	73.97	9.21	-60.02	82.52	0.09	0.00	0.00	84.97	14.96	-34.21	-131.47	66.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.71	-55.61	21.59	-161.11	54.99	0.00	0.00	-49.55	69.43	17.39	5.43	-18.24	0.00	0.00	26.31	10.20	-20.13	105.55	-71.28	0.00	0.00	48.10	11.95	-34.44	74.48	45.29	0.00	0.00	73.92	9.25	-59.99	82.46	0.05	0.00	0.00	85.07	15.00	-34.10	-131.54	66.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.64	-55.57	21.61	-161.13	54.97	0.00	0.00	-49.54	69.47	17.35	5.44	-18.21	0.00	0.00	26.89	10.24	-20.11	101.19	-71.51	0.00	0.00	48.90	12.07	-34.05	74.98	43.43	0.00	0.00	74.00	9.34	-59.88	82.40	0.00	0.00	0.00	84.80	14.97	-34.04	-131.44	66.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.64	-55.60	21.60	-161.13	54.96	0.00	0.00	-49.49	69.44	17.36	5.41	-18.21	0.00	0.00	27.38	10.22	-20.08	97.62	-71.68	0.00	0.00	49.30	12.03	-33.73	75.27	41.95	0.00	0.00	74.08	9.31	-59.80	82.31	0.04	0.00	0.00	84.95	14.95	-33.89	-131.54	66.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.64	-55.59	21.64	-161.14	54.97	0.00	0.00	-49.51	69.45	17.38	5.40	-18.21	0.00	0.00	27.88	10.27	-20.02	94.75	-71.88	0.00	0.00	49.73	12.01	-33.41	75.54	40.73	0.00	0.00	74.19	9.35	-59.65	82.24	0.09	0.00	0.00	85.15	15.09	-33.68	-131.63	66.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.65	-55.58	21.61	-161.09	54.97	0.00	0.00	-49.55	69.46	17.38	5.40	-18.21	0.00	0.00	28.26	10.26	-20.00	91.56	-72.09	0.00	0.00	50.41	12.02	-33.14	75.76	39.38	0.00	0.00	74.29	9.40	-59.46	82.17	0.20	0.00	0.00	84.62	15.03	-33.74	-131.24	66.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.65	-55.57	21.60	-161.07	54.96	0.00	0.00	-49.61	69.46	17.37	5.41	-18.19	0.00	0.00	28.52	10.25	-19.93	88.09	-72.35	0.00	0.00	50.82	12.07	-32.84	75.92	37.96	0.00	0.00	74.31	9.47	-59.20	82.12	0.28	0.00	0.00	84.25	14.98	-33.76	-130.90	66.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.66	-55.60	21.62	-161.07	54.98	0.00	0.00	-49.51	69.44	17.44	5.35	-18.20	0.00	0.00	28.92	10.22	-19.81	85.22	-72.54	0.00	0.00	50.95	11.98	-32.57	75.77	36.84	0.00	0.00	74.41	9.41	-58.93	81.98	0.36	0.00	0.00	84.56	14.93	-33.62	-130.88	66.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.60	-55.54	21.57	-161.11	54.98	0.00	0.00	-49.47	69.49	17.31	5.32	-18.18	0.00	0.00	29.37	10.36	-19.78	82.83	-72.72	0.00	0.00	51.26	12.03	-32.40	75.49	35.88	0.00	0.00	74.66	9.47	-58.69	81.93	0.37	0.00	0.00	84.70	14.96	-33.59	-130.95	66.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.64	-55.55	21.60	-161.09	54.98	0.00	0.00	-49.51	69.48	17.35	5.30	-18.17	0.00	0.00	29.50	10.35	-19.68	80.66	-72.86	0.00	0.00	51.58	12.06	-32.15	75.08	34.95	0.00	0.00	74.70	9.48	-58.34	81.90	0.45	0.00	0.00	84.58	14.92	-33.54	-130.85	66.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.68	-55.53	21.60	-161.07	55.00	0.00	0.00	-49.57	69.49	17.36	5.29	-18.17	0.00	0.00	29.47	10.30	-19.62	79.11	-73.02	0.00	0.00	51.70	12.13	-31.98	74.62	34.17	0.00	0.00	74.62	9.52	-58.03	81.83	0.54	0.00	0.00	84.72	15.08	-33.46	-130.79	66.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.67	-55.56	21.56	-161.06	55.02	0.00	0.00	-49.54	69.47	17.34	5.26	-18.18	0.00	0.00	29.65	10.31	-19.60	78.52	-73.10	0.00	0.00	51.80	12.12	-31.93	74.10	33.75	0.00	0.00	74.72	9.50	-57.84	81.66	0.63	0.00	0.00	84.67	15.08	-33.49	-130.63	66.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.64	-55.54	21.60	-161.04	55.01	0.00	0.00	-49.60	69.48	17.35	5.28	-18.15	0.00	0.00	29.91	10.48	-19.50	78.28	-73.11	0.00	0.00	51.92	12.19	-31.83	73.69	33.58	0.00	0.00	74.86	9.58	-57.62	81.58	0.69	0.00	0.00	84.27	14.98	-33.49	-130.47	67.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.65	-55.53	21.59	-161.04	55.01	0.00	0.00	-49.56	69.50	17.36	5.26	-18.13	0.00	0.00	30.03	10.53	-19.45	78.12	-73.09	0.00	0.00	52.03	12.16	-31.83	73.21	33.56	0.00	0.00	74.88	9.59	-57.49	81.47	0.78	0.00	0.00	84.05	14.81	-33.53	-130.44	67.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.69	-55.55	21.56	-161.05	55.03	0.00	0.00	-49.54	69.48	17.36	5.22	-18.15	0.00	0.00	30.04	10.46	-19.46	78.14	-73.10	0.00	0.00	52.07	12.05	-31.88	72.55	33.69	0.00	0.00	74.83	9.52	-57.39	81.33	0.92	0.00	0.00	83.88	14.70	-33.60	-130.41	67.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.66	-55.55	21.57	-161.07	55.01	0.00	0.00	-49.54	69.48	17.32	5.22	-18.12	0.00	0.00	30.17	10.45	-19.43	78.09	-73.11	0.00	0.00	52.15	12.02	-31.87	72.02	33.92	0.00	0.00	74.98	9.49	-57.26	81.27	1.03	0.00	0.00	83.99	14.77	-33.50	-130.52	67.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.66	-55.56	21.59	-161.00	55.02	0.00	0.00	-49.61	69.47	17.40	5.26	-18.13	0.00	0.00	30.10	10.46	-19.36	78.36	-73.06	0.00	0.00	52.06	12.04	-31.93	71.66	34.21	0.00	0.00	74.97	9.54	-57.22	81.30	1.16	0.00	0.00	84.32	15.00	-33.35	-130.53	67.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.65	-55.54	21.58	-161.06	55.03	0.00	0.00	-49.55	69.49	17.33	5.24	-18.13	0.00	0.00	30.10	10.41	-19.36	78.50	-73.06	0.00	0.00	52.06	11.96	-32.07	71.30	34.55	0.00	0.00	74.95	9.48	-57.24	81.27	1.26	0.00	0.00	84.38	14.98	-33.36	-130.51	67.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.67	-55.54	21.58	-161.06	55.03	0.00	0.00	-49.57	69.50	17.32	5.24	-18.13	0.00	0.00	30.28	10.48	-19.34	78.60	-73.02	0.00	0.00	52.03	11.94	-32.15	70.90	35.00	0.00	0.00	74.93	9.48	-57.22	81.26	1.37	0.00	0.00	84.06	14.84	-33.44	-130.35	67.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.66	-55.53	21.58	-161.07	55.02	0.00	0.00	-49.55	69.51	17.32	5.25	-18.12	0.00	0.00	30.42	10.54	-19.29	78.82	-72.97	0.00	0.00	52.06	11.93	-32.18	70.62	35.45	0.00	0.00	75.02	9.47	-57.18	81.28	1.48	0.00	0.00	84.22	14.84	-33.36	-130.48	67.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.64	-55.54	21.61	-161.07	55.02	0.00	0.00	-49.52	69.50	17.35	5.26	-18.14	0.00	0.00	30.25	10.44	-19.24	79.43	-72.96	0.00	0.00	52.07	11.90	-32.25	70.43	35.86	0.00	0.00	75.01	9.44	-57.13	81.30	1.56	0.00	0.00	84.47	14.94	-33.26	-130.59	67.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.66	-55.57	21.58	-161.06	55.03	0.00	0.00	-49.52	69.46	17.35	5.27	-18.15	0.00	0.00	30.18	10.36	-19.24	79.92	-72.90	0.00	0.00	51.91	11.85	-32.41	70.25	36.37	0.00	0.00	74.92	9.41	-57.19	81.30	1.59	0.00	0.00	84.35	14.90	-33.30	-130.41	67.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.63	-55.56	21.57	-161.05	55.01	0.00	0.00	-49.54	69.47	17.35	5.31	-18.14	0.00	0.00	30.39	10.50	-19.19	80.26	-72.78	0.00	0.00	51.72	11.90	-32.45	70.17	37.01	0.00	0.00	74.89	9.46	-57.28	81.33	1.54	0.00	0.00	84.45	14.99	-33.27	-130.19	67.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.70	-55.55	21.60	-161.06	55.03	0.00	0.00	-49.56	69.47	17.38	5.30	-18.17	0.00	0.00	30.31	10.51	-19.17	80.91	-72.69	0.00	0.00	51.61	11.83	-32.50	70.10	37.58	0.00	0.00	74.70	9.37	-57.38	81.28	1.48	0.00	0.00	84.58	15.04	-33.26	-129.98	67.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.68	-55.57	21.59	-161.05	55.01	0.00	0.00	-49.59	69.44	17.37	5.34	-18.16	0.00	0.00	30.13	10.42	-19.16	81.58	-72.67	0.00	0.00	51.61	11.78	-32.63	70.20	38.13	0.00	0.00	74.60	9.34	-57.40	81.30	1.45	0.00	0.00	84.37	15.02	-33.31	-129.68	67.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.63	-55.55	21.57	-161.07	55.00	0.00	0.00	-49.55	69.45	17.33	5.36	-18.15	0.00	0.00	30.13	10.41	-19.17	82.49	-72.66	0.00	0.00	51.44	11.78	-32.86	70.32	38.87	0.00	0.00	74.63	9.34	-57.53	81.35	1.39	0.00	0.00	84.28	14.96	-33.37	-129.37	67.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.67	-55.55	21.60	-161.12	55.01	0.00	0.00	-49.52	69.46	17.34	5.34	-18.17	0.00	0.00	30.05	10.35	-19.17	84.13	-72.60	0.00	0.00	51.20	11.70	-33.04	70.35	39.82	0.00	0.00	74.59	9.26	-57.69	81.35	1.31	0.00	0.00	84.57	15.00	-33.34	-129.07	67.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.64	-55.56	21.59	-161.08	54.99	0.00	0.00	-49.53	69.44	17.39	5.38	-18.16	0.00	0.00	29.84	10.28	-19.19	85.79	-72.53	0.00	0.00	51.19	11.67	-33.20	70.50	40.82	0.00	0.00	74.43	9.25	-57.77	81.39	1.27	0.00	0.00	84.75	15.13	-33.29	-128.70	67.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.66	-55.53	21.61	-161.12	55.01	0.00	0.00	-49.54	69.46	17.36	5.38	-18.18	0.00	0.00	29.72	10.23	-19.27	86.90	-72.54	0.00	0.00	51.11	11.57	-33.53	70.88	41.74	0.00	0.00	74.24	9.19	-57.97	81.44	1.18	0.00	0.00	84.65	15.09	-33.36	-128.45	67.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.67	-55.58	21.56	-161.14	55.01	0.00	0.00	-49.49	69.42	17.34	5.37	-18.18	0.00	0.00	29.80	10.24	-19.35	88.19	-72.47	0.00	0.00	50.92	11.42	-33.89	71.42	42.81	0.00	0.00	74.18	9.12	-58.25	81.50	1.11	0.00	0.00	84.54	14.95	-33.44	-128.14	67.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.64	-55.57	21.58	-161.08	55.00	0.00	0.00	-49.60	69.42	17.36	5.45	-18.18	0.00	0.00	29.87	10.41	-19.40	90.23	-72.40	0.00	0.00	50.75	11.45	-34.10	72.09	43.89	0.00	0.00	74.02	9.26	-58.43	81.67	0.98	0.00	0.00	84.23	15.06	-33.46	-127.61	68.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.67	-55.57	21.63	-161.16	55.02	0.00	0.00	-49.49	69.43	17.40	5.40	-18.19	0.00	0.00	29.94	10.27	-19.50	92.22	-72.41	0.00	0.00	50.72	11.24	-34.27	72.70	44.74	0.00	0.00	73.85	9.06	-58.59	81.70	0.82	0.00	0.00	84.16	14.87	-33.50	-127.30	68.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
