Ch1_X	Ch1_Y	Ch1_Z	Ch1_phi	Ch1_theta	Ch1_RMS	Ch1_Extra	Ch2_X	Ch2_Y	Ch2_Z	Ch2_phi	Ch2_theta	Ch2_RMS	Ch2_Extra	Ch3_X	Ch3_Y	Ch3_Z	Ch3_phi	Ch3_theta	Ch3_RMS	Ch3_Extra	Ch4_X	Ch4_Y	Ch4_Z	Ch4_phi	Ch4_theta	Ch4_RMS	Ch4_Extra	Ch5_X	Ch5_Y	Ch5_Z	Ch5_phi	Ch5_theta	Ch5_RMS	Ch5_Extra	Ch6_X	Ch6_Y	Ch6_Z	Ch6_phi	Ch6_theta	Ch6_RMS	Ch6_Extra	Ch7_X	Ch7_Y	Ch7_Z	Ch7_phi	Ch7_theta	Ch7_RMS	Ch7_Extra	Ch8_X	Ch8_Y	Ch8_Z	Ch8_phi	Ch8_theta	Ch8_RMS	Ch8_Extra	Ch9_X	Ch9_Y	Ch9_Z	Ch9_phi	Ch9_theta	Ch9_RMS	Ch9_Extra	Ch10_X	Ch10_Y	Ch10_Z	Ch10_phi	Ch10_theta	Ch10_RMS	Ch10_Extra	Ch11_X	Ch11_Y	Ch11_Z	Ch11_phi	Ch11_theta	Ch11_RMS	Ch11_Extra	Ch12_X	Ch12_Y	Ch12_Z	Ch12_phi	Ch12_theta	Ch12_RMS	Ch12_Extra
-40.61	-55.46	21.56	-161.05	55.00	0.00	0.00	-49.61	69.53	17.37	4.95	-18.11	0.00	0.00	29.12	10.15	-26.62	125.72	-75.42	0.00	0.00	56.26	9.27	-40.60	92.26	55.59	0.00	0.00	74.79	10.02	-59.11	81.74	-0.62	0.00	0.00	82.45	16.08	-37.53	-79.39	67.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.61	-55.48	21.57	-161.03	54.99	0.00	0.00	-49.61	69.56	17.36	4.93	-18.12	0.00	0.00	29.05	10.10	-26.60	125.61	-75.44	0.00	0.00	56.35	9.21	-40.46	92.35	55.38	0.00	0.00	74.82	10.02	-59.01	81.72	-0.64	0.00	0.00	82.29	16.05	-37.57	-79.42	67.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.64	-55.48	21.58	-160.96	55.01	0.00	0.00	-49.59	69.55	17.34	5.00	-18.09	0.00	0.00	29.27	10.27	-26.61	125.24	-75.53	0.00	0.00	56.34	9.39	-40.33	92.52	55.17	0.00	0.00	74.81	10.11	-59.03	81.81	-0.65	0.00	0.00	82.42	16.17	-37.50	-79.49	67.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.62	-55.51	21.57	-161.05	55.01	0.00	0.00	-49.60	69.58	17.35	4.95	-18.10	0.00	0.00	28.96	10.09	-26.64	125.32	-75.55	0.00	0.00	56.32	9.28	-40.33	92.41	55.01	0.00	0.00	74.79	10.00	-59.05	81.76	-0.66	0.00	0.00	81.99	15.96	-37.63	-79.28	67.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.61	-55.44	21.56	-161.00	55.00	0.00	0.00	-49.61	69.51	17.36	4.97	-18.11	0.00	0.00	29.21	10.19	-26.73	124.77	-75.67	0.00	0.00	56.26	9.33	-40.32	92.33	54.87	0.00	0.00	74.63	10.07	-59.13	81.76	-0.62	0.00	0.00	82.23	16.10	-37.64	-79.63	67.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.63	-55.50	21.57	-161.01	55.02	0.00	0.00	-49.60	69.57	17.34	4.97	-18.09	0.00	0.00	29.19	10.24	-26.68	124.54	-75.76	0.00	0.00	56.60	9.36	-40.15	92.39	54.69	0.00	0.00	74.76	10.15	-59.04	81.79	-0.66	0.00	0.00	82.55	16.14	-37.51	-79.95	67.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.59	-55.40	21.55	-161.01	54.98	0.00	0.00	-49.62	69.49	17.38	4.91	-18.11	0.00	0.00	29.19	10.13	-26.78	124.34	-75.83	0.00	0.00	56.44	9.26	-40.13	92.12	54.61	0.00	0.00	74.78	9.97	-59.18	81.74	-0.64	0.00	0.00	82.63	16.07	-37.60	-80.07	67.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.60	-55.42	21.57	-160.95	54.96	0.00	0.00	-49.61	69.53	17.37	4.92	-18.12	0.00	0.00	29.18	10.23	-26.70	123.86	-75.80	0.00	0.00	56.60	9.25	-40.08	92.04	54.52	0.00	0.00	74.70	9.94	-59.06	81.75	-0.60	0.00	0.00	82.66	16.11	-37.50	-80.22	67.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.62	-55.47	21.57	-160.98	54.99	0.00	0.00	-49.60	69.56	17.35	4.94	-18.10	0.00	0.00	29.26	10.21	-26.72	123.59	-75.93	0.00	0.00	56.55	9.31	-39.92	91.87	54.45	0.00	0.00	74.76	10.00	-59.05	81.73	-0.60	0.00	0.00	82.56	16.10	-37.44	-80.26	67.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.63	-55.47	21.57	-160.96	55.00	0.00	0.00	-49.60	69.56	17.35	4.95	-18.10	0.00	0.00	29.52	10.29	-26.77	122.87	-76.01	0.00	0.00	56.60	9.30	-39.84	91.61	54.37	0.00	0.00	74.77	10.02	-59.09	81.73	-0.59	0.00	0.00	82.46	16.12	-37.49	-80.20	67.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.62	-55.44	21.56	-160.97	55.01	0.00	0.00	-49.61	69.54	17.35	4.94	-18.09	0.00	0.00	29.25	10.21	-26.75	122.97	-76.06	0.00	0.00	56.82	9.27	-39.81	91.47	54.29	0.00	0.00	74.87	10.04	-59.03	81.68	-0.59	0.00	0.00	82.50	16.15	-37.52	-80.24	67.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.63	-55.47	21.57	-160.95	55.01	0.00	0.00	-49.61	69.57	17.34	4.92	-18.08	0.00	0.00	29.16	10.18	-26.77	122.75	-76.05	0.00	0.00	56.73	9.35	-39.79	91.20	54.31	0.00	0.00	74.76	10.02	-59.03	81.69	-0.61	0.00	0.00	82.71	16.12	-37.45	-80.58	67.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.63	-55.46	21.57	-160.93	55.00	0.00	0.00	-49.60	69.56	17.34	4.94	-18.09	0.00	0.00	29.23	10.18	-26.78	122.49	-76.16	0.00	0.00	56.91	9.32	-39.67	91.00	54.25	0.00	0.00	75.00	9.96	-59.05	81.68	-0.57	0.00	0.00	82.49	16.10	-37.47	-80.57	67.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.61	-55.43	21.57	-160.95	54.98	0.00	0.00	-49.61	69.54	17.36	4.92	-18.11	0.00	0.00	29.12	10.15	-26.80	122.31	-76.22	0.00	0.00	56.69	9.22	-39.66	90.61	54.17	0.00	0.00	74.77	9.91	-59.13	81.65	-0.59	0.00	0.00	82.25	15.91	-37.60	-80.49	67.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.60	-55.40	21.57	-160.91	54.96	0.00	0.00	-49.62	69.54	17.36	4.88	-18.11	0.00	0.00	29.54	10.24	-26.83	121.34	-76.33	0.00	0.00	56.71	9.26	-39.59	90.33	54.19	0.00	0.00	74.80	9.92	-59.11	81.59	-0.54	0.00	0.00	82.48	15.94	-37.48	-80.69	67.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.63	-55.46	21.56	-160.97	55.02	0.00	0.00	-49.61	69.55	17.34	4.95	-18.08	0.00	0.00	29.24	10.30	-26.81	121.82	-76.35	0.00	0.00	57.05	9.32	-39.48	90.33	54.05	0.00	0.00	74.89	10.06	-59.01	81.61	-0.58	0.00	0.00	82.25	16.01	-37.50	-80.62	67.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.62	-55.46	21.57	-160.96	55.01	0.00	0.00	-49.61	69.55	17.35	4.93	-18.08	0.00	0.00	29.23	10.26	-26.78	121.55	-76.43	0.00	0.00	56.81	9.34	-39.39	89.98	54.02	0.00	0.00	74.81	9.99	-59.04	81.61	-0.60	0.00	0.00	82.59	16.11	-37.43	-81.01	67.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.61	-55.43	21.58	-160.89	54.97	0.00	0.00	-49.61	69.56	17.35	4.90	-18.11	0.00	0.00	29.14	10.14	-26.77	121.37	-76.47	0.00	0.00	56.79	9.27	-39.37	89.66	54.02	0.00	0.00	74.93	9.91	-59.05	81.60	-0.53	0.00	0.00	82.36	15.90	-37.52	-80.85	67.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.61	-55.43	21.57	-160.91	54.97	0.00	0.00	-49.61	69.56	17.36	4.89	-18.10	0.00	0.00	29.31	10.19	-26.80	120.88	-76.56	0.00	0.00	56.83	9.20	-39.32	89.44	53.96	0.00	0.00	74.90	9.86	-59.05	81.55	-0.54	0.00	0.00	82.44	15.90	-37.43	-81.17	67.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.63	-55.49	21.58	-160.96	55.00	0.00	0.00	-49.60	69.60	17.34	4.92	-18.09	0.00	0.00	28.86	10.13	-26.76	121.38	-76.59	0.00	0.00	57.01	9.24	-39.17	89.29	53.90	0.00	0.00	74.95	9.95	-59.02	81.58	-0.58	0.00	0.00	82.65	16.10	-37.33	-81.45	67.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.63	-55.44	21.57	-160.89	55.00	0.00	0.00	-49.61	69.56	17.34	4.92	-18.08	0.00	0.00	29.28	10.23	-26.81	120.61	-76.73	0.00	0.00	56.89	9.30	-39.17	88.98	53.90	0.00	0.00	74.96	9.93	-59.01	81.55	-0.53	0.00	0.00	82.59	16.10	-37.40	-81.38	67.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.63	-55.49	21.58	-160.91	55.00	0.00	0.00	-49.60	69.61	17.33	4.89	-18.07	0.00	0.00	29.46	10.28	-26.78	120.07	-76.83	0.00	0.00	56.95	9.28	-39.05	88.74	53.91	0.00	0.00	75.09	9.89	-58.95	81.48	-0.53	0.00	0.00	82.64	16.02	-37.30	-81.66	67.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.62	-55.42	21.58	-160.87	54.98	0.00	0.00	-49.61	69.56	17.35	4.90	-18.09	0.00	0.00	29.28	10.31	-26.85	120.10	-76.84	0.00	0.00	56.85	9.21	-39.08	88.49	53.88	0.00	0.00	74.73	9.82	-59.06	81.51	-0.52	0.00	0.00	82.81	16.02	-37.32	-81.89	67.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.63	-55.48	21.57	-160.95	55.01	0.00	0.00	-49.61	69.59	17.34	4.90	-18.08	0.00	0.00	29.35	10.28	-26.78	119.80	-76.97	0.00	0.00	57.02	9.30	-39.00	88.43	53.82	0.00	0.00	75.05	10.02	-58.96	81.52	-0.52	0.00	0.00	82.63	16.03	-37.24	-81.62	67.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.63	-55.47	21.58	-160.88	55.00	0.00	0.00	-49.60	69.60	17.33	4.90	-18.08	0.00	0.00	29.41	10.29	-26.76	119.58	-77.02	0.00	0.00	57.03	9.25	-38.91	88.27	53.74	0.00	0.00	74.90	9.92	-58.93	81.49	-0.55	0.00	0.00	82.36	16.03	-37.28	-81.50	67.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.63	-55.42	21.58	-160.83	54.98	0.00	0.00	-49.61	69.56	17.34	4.92	-18.08	0.00	0.00	29.54	10.29	-26.76	119.06	-77.09	0.00	0.00	57.02	9.24	-38.90	88.11	53.70	0.00	0.00	74.89	9.96	-58.97	81.51	-0.52	0.00	0.00	82.21	15.90	-37.37	-81.51	67.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
