Ch1_X	Ch1_Y	Ch1_Z	Ch1_phi	Ch1_theta	Ch1_RMS	Ch1_Extra	Ch2_X	Ch2_Y	Ch2_Z	Ch2_phi	Ch2_theta	Ch2_RMS	Ch2_Extra	Ch3_X	Ch3_Y	Ch3_Z	Ch3_phi	Ch3_theta	Ch3_RMS	Ch3_Extra	Ch4_X	Ch4_Y	Ch4_Z	Ch4_phi	Ch4_theta	Ch4_RMS	Ch4_Extra	Ch5_X	Ch5_Y	Ch5_Z	Ch5_phi	Ch5_theta	Ch5_RMS	Ch5_Extra	Ch6_X	Ch6_Y	Ch6_Z	Ch6_phi	Ch6_theta	Ch6_RMS	Ch6_Extra	Ch7_X	Ch7_Y	Ch7_Z	Ch7_phi	Ch7_theta	Ch7_RMS	Ch7_Extra	Ch8_X	Ch8_Y	Ch8_Z	Ch8_phi	Ch8_theta	Ch8_RMS	Ch8_Extra	Ch9_X	Ch9_Y	Ch9_Z	Ch9_phi	Ch9_theta	Ch9_RMS	Ch9_Extra	Ch10_X	Ch10_Y	Ch10_Z	Ch10_phi	Ch10_theta	Ch10_RMS	Ch10_Extra	Ch11_X	Ch11_Y	Ch11_Z	Ch11_phi	Ch11_theta	Ch11_RMS	Ch11_Extra	Ch12_X	Ch12_Y	Ch12_Z	Ch12_phi	Ch12_theta	Ch12_RMS	Ch12_Extra
-40.68	-55.61	21.51	-161.20	55.24	0.00	0.00	-49.65	69.79	17.25	4.68	-17.85	0.00	0.00	38.44	9.99	-20.22	135.51	-64.73	0.00	0.00	58.11	13.23	-37.88	82.70	42.89	0.00	0.00	72.62	9.17	-63.33	83.75	-2.33	0.00	0.00	81.96	14.73	-34.48	-122.03	69.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.69	-55.64	21.51	-161.21	55.26	0.00	0.00	-49.65	69.76	17.23	4.67	-17.87	0.00	0.00	38.32	9.88	-20.20	134.07	-65.04	0.00	0.00	58.21	13.18	-37.45	83.85	41.62	0.00	0.00	72.67	9.15	-63.36	83.83	-2.20	0.00	0.00	82.04	14.66	-34.53	-122.22	69.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.69	-55.64	21.51	-161.19	55.26	0.00	0.00	-49.63	69.75	17.27	4.67	-17.87	0.00	0.00	38.19	9.89	-20.17	132.56	-65.21	0.00	0.00	58.43	13.27	-36.88	86.03	40.03	0.00	0.00	72.69	9.23	-63.21	83.88	-2.04	0.00	0.00	82.21	14.66	-34.48	-122.44	69.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.70	-55.64	21.50	-161.19	55.26	0.00	0.00	-49.65	69.74	17.23	4.67	-17.88	0.00	0.00	38.21	9.94	-20.23	131.44	-65.15	0.00	0.00	58.60	13.39	-36.34	87.74	38.76	0.00	0.00	72.74	9.31	-63.14	83.97	-1.94	0.00	0.00	82.14	14.70	-34.51	-122.47	69.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.67	-55.64	21.54	-161.16	55.25	0.00	0.00	-49.66	69.74	17.28	4.69	-17.87	0.00	0.00	38.31	9.98	-20.19	130.06	-65.13	0.00	0.00	58.70	13.50	-35.79	90.09	37.42	0.00	0.00	72.84	9.44	-63.03	84.09	-1.84	0.00	0.00	82.01	14.72	-34.46	-122.44	69.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.68	-55.61	21.53	-161.18	55.26	0.00	0.00	-49.66	69.77	17.24	4.68	-17.87	0.00	0.00	38.18	9.95	-20.17	127.87	-65.13	0.00	0.00	58.90	13.48	-35.49	94.62	35.03	0.00	0.00	72.90	9.48	-62.93	84.11	-1.79	0.00	0.00	82.10	14.68	-34.46	-122.64	69.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.70	-55.64	21.49	-161.12	55.25	0.00	0.00	-49.66	69.74	17.29	4.68	-17.88	0.00	0.00	38.05	9.94	-20.15	125.40	-64.70	0.00	0.00	59.17	13.49	-35.31	99.20	32.45	0.00	0.00	73.01	9.57	-62.82	84.10	-1.71	0.00	0.00	82.30	14.78	-34.44	-122.78	69.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.69	-55.62	21.49	-161.17	55.24	0.00	0.00	-49.64	69.75	17.23	4.67	-17.86	0.00	0.00	38.19	10.02	-20.24	123.37	-64.15	0.00	0.00	59.27	13.52	-35.20	101.39	31.07	0.00	0.00	73.25	9.62	-62.73	84.10	-1.67	0.00	0.00	82.24	14.83	-34.46	-122.91	69.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.68	-55.64	21.53	-161.16	55.23	0.00	0.00	-49.65	69.73	17.26	4.68	-17.85	0.00	0.00	38.34	10.11	-20.35	121.53	-63.77	0.00	0.00	59.18	13.53	-35.13	102.13	30.63	0.00	0.00	73.40	9.67	-62.55	84.09	-1.64	0.00	0.00	82.03	14.73	-34.41	-122.97	69.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.70	-55.65	21.52	-161.15	55.25	0.00	0.00	-49.64	69.72	17.27	4.67	-17.87	0.00	0.00	38.29	10.13	-20.55	119.55	-63.63	0.00	0.00	59.18	13.51	-35.20	102.92	30.13	0.00	0.00	73.51	9.72	-62.44	84.08	-1.61	0.00	0.00	82.06	14.70	-34.42	-123.20	69.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.67	-55.59	21.52	-161.17	55.24	0.00	0.00	-49.63	69.78	17.24	4.67	-17.85	0.00	0.00	38.20	10.19	-20.74	117.42	-63.61	0.00	0.00	59.30	13.57	-35.15	103.68	29.64	0.00	0.00	73.80	9.88	-62.29	84.13	-1.57	0.00	0.00	82.22	14.85	-34.36	-123.63	68.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.65	-55.59	21.51	-161.15	55.26	0.00	0.00	-49.67	69.77	17.21	4.69	-17.87	0.00	0.00	38.04	10.24	-21.03	115.61	-63.55	0.00	0.00	59.30	13.58	-35.21	104.05	29.44	0.00	0.00	73.94	9.98	-62.25	84.17	-1.52	0.00	0.00	82.12	14.88	-34.43	-123.84	68.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.67	-55.64	21.48	-161.12	55.25	0.00	0.00	-49.66	69.72	17.24	4.69	-17.86	0.00	0.00	37.98	10.20	-21.23	114.15	-63.50	0.00	0.00	59.35	13.51	-35.29	104.31	29.34	0.00	0.00	74.04	9.98	-62.10	84.16	-1.46	0.00	0.00	82.15	14.82	-34.42	-124.17	68.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.71	-55.62	21.51	-161.15	55.27	0.00	0.00	-49.67	69.75	17.24	4.67	-17.88	0.00	0.00	37.90	10.19	-21.49	112.92	-63.63	0.00	0.00	59.34	13.51	-35.36	104.31	29.44	0.00	0.00	74.15	10.00	-61.94	84.22	-1.41	0.00	0.00	82.31	14.90	-34.45	-124.66	68.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.69	-55.62	21.53	-161.16	55.25	0.00	0.00	-49.65	69.75	17.27	4.67	-17.86	0.00	0.00	37.81	10.24	-21.77	111.58	-63.84	0.00	0.00	59.35	13.48	-35.34	103.94	29.89	0.00	0.00	74.36	10.08	-61.71	84.28	-1.31	0.00	0.00	82.39	14.95	-34.42	-125.06	68.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.69	-55.63	21.50	-161.15	55.26	0.00	0.00	-49.64	69.74	17.25	4.67	-17.86	0.00	0.00	37.57	10.25	-22.07	110.65	-63.99	0.00	0.00	59.38	13.39	-35.46	103.51	30.37	0.00	0.00	74.38	10.11	-61.58	84.32	-1.24	0.00	0.00	82.36	14.88	-34.48	-125.29	68.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.70	-55.61	21.51	-161.16	55.26	0.00	0.00	-49.63	69.77	17.28	4.67	-17.86	0.00	0.00	37.41	10.22	-22.32	110.19	-64.13	0.00	0.00	59.47	13.39	-35.55	102.98	30.94	0.00	0.00	74.46	10.18	-61.47	84.39	-1.20	0.00	0.00	82.49	14.92	-34.48	-125.59	68.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.69	-55.62	21.54	-161.19	55.26	0.00	0.00	-49.65	69.76	17.24	4.68	-17.85	0.00	0.00	37.34	10.20	-22.70	109.80	-64.40	0.00	0.00	59.51	13.36	-35.72	101.84	32.10	0.00	0.00	74.69	10.24	-61.39	84.46	-1.16	0.00	0.00	82.57	14.97	-34.52	-125.95	68.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.70	-55.65	21.49	-161.14	55.26	0.00	0.00	-49.67	69.73	17.26	4.69	-17.86	0.00	0.00	37.12	10.26	-23.19	109.37	-64.65	0.00	0.00	59.52	13.23	-36.11	100.14	33.80	0.00	0.00	74.78	10.30	-61.29	84.46	-1.06	0.00	0.00	82.48	14.98	-34.64	-126.07	68.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.69	-55.62	21.51	-161.16	55.27	0.00	0.00	-49.65	69.76	17.26	4.69	-17.87	0.00	0.00	36.86	10.30	-23.55	109.07	-64.92	0.00	0.00	59.66	13.13	-36.46	98.72	35.44	0.00	0.00	74.80	10.34	-61.15	84.45	-1.01	0.00	0.00	82.55	15.02	-34.72	-126.28	68.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.68	-55.66	21.50	-161.17	55.26	0.00	0.00	-49.66	69.72	17.23	4.70	-17.86	0.00	0.00	36.72	10.26	-23.90	108.73	-65.19	0.00	0.00	59.77	13.09	-36.79	97.90	37.30	0.00	0.00	74.97	10.40	-61.05	84.41	-0.98	0.00	0.00	82.77	15.07	-34.81	-126.38	68.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.69	-55.63	21.52	-161.20	55.27	0.00	0.00	-49.66	69.75	17.21	4.70	-17.87	0.00	0.00	36.57	10.27	-24.31	108.92	-65.43	0.00	0.00	59.64	13.06	-37.33	97.06	39.62	0.00	0.00	75.11	10.47	-60.92	84.30	-0.98	0.00	0.00	82.83	15.08	-34.97	-125.92	68.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.68	-55.63	21.51	-161.17	55.25	0.00	0.00	-49.65	69.75	17.25	4.72	-17.86	0.00	0.00	36.36	10.30	-24.62	110.24	-65.44	0.00	0.00	59.44	13.03	-37.97	95.97	41.89	0.00	0.00	75.13	10.59	-60.63	84.27	-0.92	0.00	0.00	82.77	15.14	-35.10	-124.90	68.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.69	-55.65	21.50	-161.18	55.25	0.00	0.00	-49.61	69.73	17.26	4.70	-17.87	0.00	0.00	36.21	10.21	-24.88	112.01	-65.27	0.00	0.00	59.32	12.88	-38.58	94.85	43.75	0.00	0.00	75.16	10.60	-60.46	84.24	-0.85	0.00	0.00	82.79	15.12	-35.28	-123.99	68.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.68	-55.64	21.50	-161.19	55.25	0.00	0.00	-49.62	69.74	17.22	4.71	-17.87	0.00	0.00	36.13	10.20	-25.10	113.01	-65.12	0.00	0.00	59.32	12.80	-39.07	93.77	45.59	0.00	0.00	75.25	10.67	-60.38	84.16	-0.81	0.00	0.00	82.92	15.15	-35.45	-123.48	68.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.67	-55.64	21.52	-161.17	55.23	0.00	0.00	-49.62	69.74	17.27	4.72	-17.88	0.00	0.00	35.95	10.20	-25.18	113.42	-64.89	0.00	0.00	59.19	12.75	-39.42	92.41	47.54	0.00	0.00	75.24	10.74	-60.22	84.00	-0.70	0.00	0.00	82.95	15.18	-35.56	-122.87	68.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.67	-55.61	21.55	-161.15	55.23	0.00	0.00	-49.65	69.77	17.29	4.75	-17.88	0.00	0.00	35.65	10.19	-25.15	114.01	-64.48	0.00	0.00	58.82	12.77	-39.65	91.24	48.96	0.00	0.00	75.20	10.80	-60.08	83.82	-0.53	0.00	0.00	82.86	15.28	-35.69	-122.05	69.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.71	-55.65	21.52	-161.16	55.24	0.00	0.00	-49.65	69.73	17.25	4.73	-17.90	0.00	0.00	35.43	10.07	-25.16	114.54	-63.96	0.00	0.00	58.50	12.65	-39.88	90.69	49.82	0.00	0.00	75.19	10.67	-60.09	83.55	-0.33	0.00	0.00	82.90	15.21	-35.92	-121.41	69.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.70	-55.64	21.52	-161.14	55.25	0.00	0.00	-49.67	69.74	17.25	4.75	-17.92	0.00	0.00	35.32	10.02	-25.16	114.83	-63.44	0.00	0.00	58.39	12.60	-40.12	90.57	50.72	0.00	0.00	75.14	10.64	-59.99	83.35	-0.12	0.00	0.00	82.95	15.19	-36.11	-120.80	69.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.69	-55.63	21.54	-161.16	55.23	0.00	0.00	-49.65	69.75	17.26	4.75	-17.91	0.00	0.00	35.27	9.87	-25.06	115.25	-62.89	0.00	0.00	58.34	12.54	-40.39	90.74	51.99	0.00	0.00	75.12	10.58	-59.73	83.15	0.17	0.00	0.00	82.78	15.11	-36.24	-119.69	69.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.71	-55.67	21.51	-161.15	55.22	0.00	0.00	-49.62	69.72	17.27	4.73	-17.90	0.00	0.00	35.29	9.68	-24.94	115.89	-62.29	0.00	0.00	58.27	12.38	-40.72	91.31	53.43	0.00	0.00	75.20	10.43	-59.55	82.87	0.52	0.00	0.00	82.62	15.00	-36.37	-118.34	69.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.70	-55.62	21.52	-161.17	55.23	0.00	0.00	-49.64	69.77	17.24	4.74	-17.90	0.00	0.00	35.44	9.68	-24.85	116.50	-61.89	0.00	0.00	58.33	12.30	-41.02	91.98	54.60	0.00	0.00	75.26	10.35	-59.43	82.59	0.76	0.00	0.00	82.72	15.09	-36.47	-117.44	69.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.67	-55.66	21.51	-161.17	55.21	0.00	0.00	-49.61	69.73	17.24	4.74	-17.89	0.00	0.00	35.68	9.62	-24.74	116.91	-61.60	0.00	0.00	58.48	12.22	-41.18	92.36	55.45	0.00	0.00	75.33	10.23	-59.29	82.36	0.96	0.00	0.00	82.83	15.07	-36.55	-116.49	69.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.68	-55.65	21.54	-161.14	55.21	0.00	0.00	-49.62	69.74	17.31	4.74	-17.88	0.00	0.00	35.81	9.56	-24.50	117.34	-61.30	0.00	0.00	58.46	12.27	-41.20	92.40	56.14	0.00	0.00	75.45	10.21	-59.12	82.09	1.24	0.00	0.00	82.71	15.06	-36.65	-114.86	69.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.71	-55.63	21.54	-161.18	55.24	0.00	0.00	-49.65	69.76	17.23	4.73	-17.90	0.00	0.00	35.92	9.48	-24.30	117.83	-61.13	0.00	0.00	58.44	12.19	-41.30	92.06	56.67	0.00	0.00	75.56	10.08	-59.06	81.78	1.48	0.00	0.00	82.65	15.04	-36.88	-113.20	69.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.69	-55.65	21.53	-161.15	55.24	0.00	0.00	-49.66	69.74	17.26	4.74	-17.89	0.00	0.00	36.13	9.45	-24.05	118.24	-61.07	0.00	0.00	58.63	12.14	-41.30	91.49	57.12	0.00	0.00	75.60	10.03	-58.87	81.56	1.71	0.00	0.00	82.73	15.12	-36.99	-111.92	69.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.67	-55.63	21.51	-161.16	55.23	0.00	0.00	-49.64	69.76	17.22	4.73	-17.88	0.00	0.00	36.36	9.42	-23.83	118.71	-61.03	0.00	0.00	58.81	12.19	-41.31	90.81	57.42	0.00	0.00	75.65	10.00	-58.76	81.40	1.88	0.00	0.00	82.73	15.13	-37.12	-110.86	69.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
-40.68	-55.65	21.51	-161.14	55.24	0.00	0.00	-49.64	69.74	17.27	4.73	-17.88	0.00	0.00	36.55	9.36	-23.52	119.33	-60.88	0.00	0.00	58.82	12.24	-41.28	89.81	57.68	0.00	0.00	75.74	9.97	-58.69	81.23	2.03	0.00	0.00	82.76	15.08	-37.23	-109.79	69.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
