Rep,Word,Interval,RealTime,Time,F1,F2,F3,F1_s,F2_s,F3_s,Speaker,Ch3_X,Ch3_Y,Ch4_X,Ch4_Y
gentlemanly,gentlemanly,4,1.3841768278970572,0.1625,453.14899884400927,1430.2895412327816,2498.211957489499,494.5478466834273,1549.4541976778467,2532.989792337442,S1,33.5291258102748,10.170874189725199,58.383987035603184,13.031748379450399
gentlemanly,gentlemanly,5,1.390426827897057,0.16875,566.1531278854105,1711.8607351840085,2271.1519689086913,574.2791189768171,1696.8148529386901,2596.2928855789837,S1,33.57683171278373,10.158910994743064,58.278910994743065,13.020495138351198
gentlemanly,gentlemanly,5,1.3966768278970572,0.175,686.9896808707115,1968.2403646027592,2604.645439864622,658.1544716100964,1842.4113244231394,2732.699265475938,S1,33.62063715412201,10.12829733859027,58.240212384707334,13.00233981553174
gentlemanly,gentlemanly,5,1.402926827897057,0.18125,767.9545232491561,1977.7194122350895,3207.3240322320944,728.6464524341822,1943.5624793204852,2953.5778677251533,S1,33.8140129643968,10.17,58.2830016205496,13.05
gentlemanly,gentlemanly,5,1.4091768278970571,0.1875,787.6908179405797,1998.1175286814391,3210.216754496098,771.5132187601953,2002.33970000759,3111.727187790926,S1,33.887918287216266,10.178959143608134,58.343754861648804,13.058959143608135
gentlemanly,gentlemanly,5,1.4154268278970572,0.19375,795.1360414100782,2027.717422984525,3220.804978617319,786.2583461786948,2016.2875313542688,3214.9685444105817,S1,33.97677673906843,10.201339815531739,58.5766990776587,13.122757292473207
gentlemanly,gentlemanly,5,1.421676827897057,0.2,803.6174311500666,2044.1259428602866,3217.155167039326,781.7483260395587,2022.8238782775818,3214.9811220851952,S1,34.34139201577081,10.301006482198403,59.051777549343214,13.227130671923602
gentlemanly,gentlemanly,5,1.4279268278970572,0.20625,768.0152219122092,2022.3274583797468,3214.1022384485486,733.1705658891402,1990.8693755808629,3060.869824473489,S1,34.46366585639186,10.330997569175599,59.41201944659522,13.282668287216268
gentlemanly,gentlemanly,5,1.434176827897057,0.2125,649.9208440940681,1925.2582276807057,2751.352067932591,641.3446552308667,1900.6092854743617,2871.520840495097,S1,34.662226969653744,10.416717246356137,59.974793754839226,13.413094677180538
gentlemanly,gentlemanly,5,1.4404268278970571,0.21875,506.0978996863228,1754.2421703626326,2363.1373037148055,531.6534483182542,1773.6765211840222,2625.5935715464034,S1,35.020012964396805,10.550006482198404,60.74502916989282,13.522508102748004
gentlemanly,gentlemanly,6,1.4466768278970572,0.225,438.9416011743715,1641.529165508729,2546.8643622757118,454.3994928134023,1665.876059516255,2564.668286510538,S1,35.21192801051387,10.657091436081341,61.06741828721627,13.669346297730145
gentlemanly,gentlemanly,6,1.452926827897057,0.23125,418.15897757951257,1601.8568426774038,2589.5035594901306,424.8505083254922,1594.541759337091,2546.8506804016647,S1,35.36784224635613,10.750837384707335,61.03066018446827,13.862512154122003
gentlemanly,gentlemanly,6,1.4591768278970572,0.2375,412.62674095332085,1540.23926982514,2590.2880633742802,416.3641562560095,1540.4311377477388,2593.720005508623,S1,35.4617548616488,10.7786258102748,61.112135533572406,14.05801296439681
gentlemanly,gentlemanly,6,1.465426827897057,0.24375,416.74291486567284,1479.197300740673,2601.8072340649314,415.09061338901375,1488.0045691353607,2614.166909468509,S1,35.38,10.808430441338267,61.14566342556746,14.150841436081334
gentlemanly,gentlemanly,6,1.4716768278970571,0.25,414.33834897852535,1444.5771368402688,2643.5687504724065,407.56269659734716,1443.0413437967418,2628.0685823157605,S1,35.33394779976093,10.97416990776587,61.08166018446826,14.232915046117066
gentlemanly,gentlemanly,6,1.4779268278970572,0.25625,394.8671958475928,1405.3495938092842,2658.0266153443727,396.5765527765388,1402.1190696480255,2632.809806730035,S1,35.06397488148118,11.030004051374004,61.0119975691756,14.256004861648803
gentlemanly,gentlemanly,6,1.484176827897057,0.2625,380.5241135034982,1356.4304782945235,2631.1520801661663,382.4759687626786,1363.7471354065526,2627.9744241122617,S1,34.82157198948613,11.134591436081337,61.04229571804066,14.296918287216268
gentlemanly,gentlemanly,6,1.4904268278970572,0.26875,372.0365969369447,1329.4613341158504,2615.4107768513322,370.3886419118658,1316.980001493498,2620.6371418228377,S1,34.74990775364386,11.203669907765867,61.00908252305853,14.251834953882934
gentlemanly,gentlemanly,6,1.496676827897057,0.275,358.60521529515466,1265.0481920701206,2609.6832463126625,350.5486317010975,1249.13548899494,2613.5079576536777,S1,34.58248379450399,11.24,61.010127430824404,14.253120948625998
gentlemanly,gentlemanly,6,1.5029268278970571,0.28125,321.00408287119325,1152.8969407988493,2615.2863600506976,328.359042642457,1177.5613403947912,2611.6529683714707,S1,34.4149951383512,11.2575024308244,61.02416585639187,14.161658563918662
gentlemanly,gentlemanly,6,1.5091768278970572,0.2875,274.450460571406,1073.8220122457599,2609.84580900471,315.4620307312437,1119.2959671449692,2604.3680745288298,S1,34.48950972329761,11.187075230585327,61.0448774308244,13.970735415053587
gentlemanly,gentlemanly,6,1.515426827897057,0.29375,289.9315766508529,1076.580835831957,2593.493886923093,328.8847753474376,1102.548464655157,2597.752134175292,S1,34.5430032410992,11.142252430824401,61.1030032410992,13.835734604778795
gentlemanly,gentlemanly,6,1.5216768278970572,0.3,365.3778985516237,1106.68213239555,2585.512963087768,367.0607962387519,1109.0579255962773,2588.4676469557357,S1,34.66985602102775,11.182836574432535,61.17209143608134,13.592607984229188
gentlemanly,gentlemanly,6,1.527926827897057,0.30625,432.6130567886968,1128.7280308268696,2586.3395262730546,416.9316591783318,1139.1616171996197,2583.4602618494755,S1,35.04702673906841,11.164660184468266,61.32501215412201,13.39332523058533
gentlemanly,gentlemanly,6,1.5341768278970571,0.3125,474.6138863183084,1161.8524098819782,2578.471731604312,465.5059180609516,1186.2776562680722,2577.950011648289,S1,35.2956355335724,11.016238656152796,61.292490276702395,13.3337483794504
gentlemanly,gentlemanly,6,1.5404268278970572,0.31875,506.4404799718125,1232.3982634344945,2573.385955994516,504.3789683747494,1259.1268649201795,2572.6529924967745,S1,35.590959611231106,10.90707928195933,60.90890127144545,13.275910994743061
gentlemanly,gentlemanly,6,1.546676827897057,0.325,539.3763004169599,1326.1526911875621,2566.101289891496,535.4229267396089,1371.030604380737,2569.8772465001257,S1,36.20865660071721,10.814362845877994,60.66915046117066,13.203915046117066
gentlemanly,gentlemanly,6,1.5529268278970572,0.33125,566.789606780906,1473.231530755678,2546.3039983156286,558.3594113594314,1515.4739398705733,2624.146289358306,S1,36.60651863632041,10.61098541505359,60.30446677873318,13.19
gentlemanly,gentlemanly,6,1.559176827897057,0.3375,585.9409865327067,1706.3960398371473,2574.187697337235,574.4275594584108,1682.6516253952504,2738.454224961984,S1,37.09203889319041,10.450408563918662,59.77775682485025,13.197959143608132
gentlemanly,gentlemanly,6,1.5654268278970571,0.34375,584.8194876732973,1881.433583252881,2926.082170822485,576.2346738727281,1847.2561329585212,2903.3456643603663,S1,37.71584467718054,10.385407753643863,59.32204849151692,13.216660184468264
gentlemanly,gentlemanly,6,1.5716768278970572,0.35,568.0799867177852,2002.2998675010876,3243.862496067825,566.3740049941632,1996.8197035967298,3059.1331204361945,S1,37.89601296439681,10.248366086977192,58.83235312258038,13.108366086977192
gentlemanly,gentlemanly,6,1.577926827897057,0.35625,546.2225405914071,2138.7421931514514,3203.5554527965414,544.55202649892,2124.7783502498546,3155.3293236954287,S1,38.17535845185215,10.148663425567465,58.53865127144546,13.003329281959331
gentlemanly,gentlemanly,6,1.584176827897057,0.3625,519.3535521875677,2249.746670336725,3197.613706480232,522.7683543861777,2225.621648314905,3179.097510482113,S1,38.53818935436107,10.176754861648801,58.30194293811213,13.018962384707333
gentlemanly,gentlemanly,6,1.590426827897057,0.36875,502.7289703795585,2337.705594105533,3136.1233721695653,502.47843953532197,2308.1150953361102,3151.2168360906867,S1,38.660250810274796,10.198244328076397,58.0289967589008,13.0305016205496
gentlemanly,gentlemanly,6,1.5966768278970571,0.375,485.35279603883964,2375.488894457908,3080.7831507256196,486.88640968632086,2305.165439698707,3063.74705223485,S1,38.64019942031053,10.09478113309426,57.99270914360814,13.060836574432535
gentlemanly,gentlemanly,6,1.6029268278970572,0.38125,472.57746264056453,2409.301625859512,3103.703487074958,474.2032356082662,2228.7131652244875,2948.247781211603,S1,38.49799027670239,9.984497569175598,58.01033495388294,13.12617233859027
gentlemanly,gentlemanly,6,1.609176827897057,0.3875,464.6794481453943,2083.260958974657,2789.625559099825,464.96034957957414,1987.0361057977088,2708.4619152315677,S1,38.44,9.985251620549601,58.0886322924732,13.213380671923602
gentlemanly,gentlemanly,6,1.615426827897057,0.39375,457.6241379527637,1648.4724317021871,2400.5558316821553,459.89538932743153,1761.1631395065463,2551.880032750679,S1,38.318906133094266,9.880084143608133,58.21185115937894,13.180757292473201
gentlemanly,gentlemanly,6,1.621676827897057,0.4,453.8413573133208,1241.3455780858285,2344.929192785825,457.3825818841367,1551.7560278427939,2465.4587074700576,S1,38.19508495388293,9.902712384707334,58.47322210800493,13.300509723297601
gentlemanly,gentlemanly,6,1.6279268278970571,0.40625,457.1410258155097,1455.039623983401,2530.36158325796,457.1410258155097,1455.039623983401,2530.36158325796,S1,38.260008102748,9.960003241099201,58.650008102748004,13.445008913022804
forefront,forefront,1,1.178759534753521,-0.14375000000000002,797.7115141930858,1380.2966014422714,2582.101002471512,800.3434614777093,1405.9741321663341,2716.0668749931588,S1,25.075089910869725,10.279660672608685,47.195089910869726,11.321017982173945
forefront,forefront,1,1.1850095347535208,-0.1375,578.1999829980238,923.9586681336908,2598.374517375364,633.0322068442174,1072.202640807888,2698.2148960436384,S1,24.885500875217623,10.305761988115965,46.88007280391341,11.319404970289911
forefront,forefront,2,1.1912595347535209,-0.13125,523.1851233415426,884.6586804925349,2756.069787001505,544.0499785723888,910.0466154690579,2701.467095010759,S1,24.60098917884086,10.299154678550703,46.4781024824641,11.275422660724647
forefront,forefront,2,1.1975095347535207,-0.125,522.8272439588555,900.746637561712,2764.076423491013,533.5252408729463,902.0134082965609,2729.1423143398074,S1,24.403714619130522,10.331107017826055,46.21150058347842,11.262964327391314
forefront,forefront,2,1.2037595347535208,-0.11875,538.3445354136577,902.998370359028,2752.1110527236538,548.4871597580093,897.553009237556,2745.2514485135603,S1,24.294553946521837,10.43494005942018,45.95163786333358,11.345446053478161
forefront,forefront,2,1.210009534753521,-0.1125,570.4242958405363,898.9714556706871,2729.5528729544467,569.5419651825468,899.9626051827971,2726.750199251175,S1,24.100953214492968,10.432190642898593,45.722905553768314,11.417809357101406
forefront,forefront,2,1.2162595347535208,-0.10625,597.7972245798057,897.1395834926523,2698.586672075426,592.7483780119486,903.1025111069572,2687.8779271159306,S1,23.913535964347894,10.408821345217369,45.477375875217625,11.463232017826053
forefront,forefront,2,1.2225095347535209,-0.1,617.4341954618899,903.1431708523219,2635.494236317918,614.3441791788647,915.0456149770663,2631.7592853391816,S1,23.934952047536147,10.474952047536146,45.311916958405874,11.541821053478165
forefront,forefront,2,1.2287595347535207,-0.09375,634.6927921959959,921.4179452847071,2561.1969476242007,631.3327193615278,940.4572332330549,2566.3139109169033,S1,23.987982017826052,10.416053946521838,45.29,11.560672660724649
forefront,forefront,2,1.2350095347535208,-0.0875,648.2823715330708,966.4583637097073,2502.250548808591,643.7226252526099,980.7250491893068,2507.175160147325,S1,23.97392777956501,10.43285730956526,45.2964274878258,11.672857309565261
